,,,,,,,,,,,,,
,,,,,,,,,,,,,
 Veh 1 Color, Veh 1 Speed, Veh 1 Distance, Veh 1 Deviation, Veh 1 Integral, Veh 1 Derivative, Veh 1 Angle, Veh 2 Color, Veh 2 Speed, Veh 2 Distance, Veh 2 Deviation, Veh 2 Integral, Veh 2 Derivative, Veh 2 Angle
47,105.5,2550,9.5,0,7,7.3,13,99.225,340,-27,-27,-5,-21.4
45,106,2550,7.5,0,-2,2,56,104.18625,340,16,0,43,31.1
38,106.5,2550,0.5,0,-7,-3.3,61,109.3955625,2550,21,21,5,17.2
38,90,326,0.5,0,0,0.2,13,114.8653406,361,-27,0,-48,-40.2
40,90,326,2.5,0,2,2,28,120.6086077,383,-12,-12,15,-0.9
43,90,326,5.5,0,3,3.7,62,126.639038,2550,22,0,34,30.2
31,90,326,-6.5,0,-12,-8.6,59,132.9709899,2550,19,19,-3,11.8
33,90,326,-4.5,0,2,-0.8,72,139.6195394,2550,32,51,13,30.8
40,90,326,2.5,0,7,4.5,73,146.6005164,2550,33,84,1,28.7
37,90,326,-0.5,0,-3,-1.7,69,153.9305422,2550,29,113,-4,26.7
34,90,326,-3.5,0,-3,-2.9,71,90,2550,31,144,2,34
41,90,362,3.5,0,7,4.9,72,90,355,32,176,1,37.3
38,90,338,0.5,0,-3,-1.3,66,90,412,26,202,-6,32.8
36,90,324,-1.5,0,-2,-1.6,22,90,321,-18,0,-44,-32.8
34,90,326,-3.5,0,-2,-2.4,59,90,326,19,0,37,29.9
34,90,326,-3.5,0,0,-1.4,77,90,321,37,37,18,34.9
37,90,326,-0.5,0,3,1.3,38,90,326,-2,0,-39,-20.7
36,90,326,-1.5,0,-1,-1.1,59,90,328,19,0,21,21.9
36,90,326,-1.5,0,0,-0.6,58,90,326,18,18,-1,12.1
35,90,326,-2.5,0,-1,-1.5,39,94.5,357,-1,0,-19,-10.1
37,90,326,-0.5,0,2,0.8,57,99.225,391,17,0,18,19.2
38,90,326,0.5,0,1,0.7,66,104.18625,372,26,26,9,22.7
41,90,326,3.5,0,3,2.9,58,109.3955625,372,18,44,-8,11.2
38,90.5,2320,0.5,0,-3,-1.3,66,114.8653406,336,26,70,8,26.6
42,91,2305,4.5,0,4,3.8,70,120.6086077,1148,30,100,4,30
39,91.5,2284,1.5,0,-3,-0.9,37,90,326,-3,0,-33,-18.3
35,92,2259,-2.5,0,-4,-3,73,90,326,33,0,36,37.8
35,92.5,2259,-2.5,0,0,-1,75,90,321,35,35,2,25.5
36,93,2251,-1.5,0,1,-0.1,40,90,321,0,0,-35,-17.5
43,93.5,2222,5.5,0,7,5.7,58,90,321,18,18,18,21.6
38,94,2219,0.5,0,-5,-2.3,69,90,330,29,47,11,27.6
38,94.5,2200,0.5,0,0,0.2,76,90,326,36,83,7,33.4
38,95,2193,0.5,0,0,0.2,84,90,303,44,127,8,43.1
45,95.5,2175,7.5,0,7,6.5,29,90,296,-11,0,-55,-34.1
38,96,2155,0.5,0,-7,-3.3,25,90,294,-15,-15,-4,-12.5
37,96.5,2159,-0.5,0,-1,-0.7,62,90,302,22,0,37,31.7
36,97,2147,-1.5,0,-1,-1.1,61,90,298,21,21,-1,14.2
41,97.5,2122,3.5,0,5,3.9,43,90,290,3,0,-18,-7.2
40,98,2122,2.5,0,-1,0.5,47,90,298,7,0,4,6.2
33,98.5,2122,-4.5,0,-7,-5.3,48,90,290,8,0,1,5.3
33,99,2122,-4.5,0,0,-1.8,44,90,286,4,0,-4,0.4
39,99.5,2122,1.5,0,6,3.6,43,0,297,4,0,-4,0.4
47,100,2122,9.5,0,8,7.8,54,0,297,4,0,-4,0.4
36,100.5,1890,-1.5,0,-11,-6.1,56,90,324,16,16,12,17.2
28,101,1890,-9.5,0,-8,-7.8,52,90,326,12,28,-4,8
35,101.5,1999,-2.5,0,7,2.5,50,90,326,10,38,-2,8.8
37,102,2550,-0.5,0,2,0.8,31,90,326,-9,0,-19,-14.9
35,102.5,2550,-2.5,0,-2,-2,40,90,321,0,0,9,4.5
37,103,2054,-0.5,0,2,0.8,44,90,321,4,0,4,4.4
40,103.5,2037,2.5,0,3,2.5,37,90,321,-3,0,-7,-5.3
40,104,2550,2.5,0,0,1,42,90,326,2,0,5,3.7
37,104.5,2550,-0.5,0,-3,-1.7,46,90,326,6,0,4,5.6
43,105,1973,5.5,0,6,5.2,36,90,321,-4,0,-10,-7.4
47,105.5,1946,9.5,0,4,5.8,41,90,321,1,0,5,3.1
36,106,1929,-1.5,0,-11,-6.1,40,90,326,0,0,-1,-0.5
34,106.5,1797,-3.5,0,-2,-2.4,38,90,321,-2,0,-2,-2.2
39,107,1791,1.5,0,5,3.1,39,90,326,-1,0,1,-0.1
38,107.5,1866,0.5,0,-1,-0.3,41,90,326,1,0,2,1.6
34,108,1848,-3.5,0,-4,-3.4,41,90,321,1,0,0,0.6
38,108.5,1858,0.5,0,4,2.2,39,90,321,-1,0,-2,-1.6
37,109,1858,-0.5,0,-1,-0.7,42,90,326,2,0,3,2.7
40,109.5,1858,2.5,0,3,2.5,37,90,321,-3,0,-5,-4.3
29,110,1858,-8.5,0,-11,-8.9,42,90,326,2,0,5,3.7
43,110.5,1858,5.5,0,14,9.2,40,90,326,0,0,-2,-1
48,111,1858,10.5,10.5,5,7.75,42,90,326,2,0,2,2.2
50,111.5,1858,12.5,23,2,8.3,39,94.5,408,-1,0,-3,-2.1
70,112,1858,32.5,55.5,20,28.55,43,99.225,355,3,0,4,3.8
61,112.5,1858,23.5,79,-9,12.8,38,104.18625,340,-2,0,-5,-3.7
54,113,1611,16.5,95.5,-7,12.65,39,90,328,-1,0,1,-0.1
57,113.5,1426,19.5,115,3,20.8,45,94.5,340,5,0,6,6
56,114,1654,18.5,133.5,-1,20.25,35,99.225,370,-5,0,-10,-8
61,114.5,2550,23.5,157,5,27.6,36,104.18625,364,-4,0,1,-1.9
64,115,2550,26.5,183.5,3,30.45,41,109.3955625,348,1,0,5,3.1
67,115.5,2550,29.5,213,3,34.6,42,90,326,2,0,1,1.7
50,116,2550,12.5,225.5,-17,19.05,43,90,326,3,0,1,2.3
22,116.5,2550,-15.5,0,-28,-20.2,41,90,326,1,0,-2,-0.4
35,117,2550,-2.5,0,13,5.5,42,90,321,2,0,1,1.7
68,117.5,1521,30.5,0,33,28.7,42,90,326,2,0,0,1.2
60,118,2550,22.5,22.5,-8,7.25,39,94.5,527,-1,0,-3,-2.1
40,118.5,2550,2.5,0,-20,-9,39,99.225,410,-1,0,0,-0.6
53,119,2550,15.5,15.5,13,14.25,44,90,326,4,0,5,4.9
54,119.5,2550,16.5,32,1,10.3,37,90,326,-3,0,-7,-5.3
56,120,1192,18.5,50.5,2,13.45,40,94.5,389,0,0,3,1.5
57,120.5,2550,19.5,70,1,15.3,45,99.225,397,5,0,5,5.5
61,121,2550,23.5,93.5,4,20.75,38,104.18625,382,-2,0,-7,-4.7
65,121.5,2550,27.5,121,4,25.1,43,109.3955625,393,3,0,5,4.3
61,122,2550,23.5,144.5,-4,21.85,33,114.8653406,408,-7,0,-10,-9.2
57,122.5,2443,19.5,164,-4,22.2,45,120.6086077,393,5,0,12,9
57,123,2550,19.5,183.5,0,26.15,36,126.639038,384,-4,0,-9,-6.9
55,123.5,2411,17.5,201,-2,26.1,34,132.9709899,365,-6,0,-2,-4.6
54,124,2550,16.5,217.5,-1,27.85,41,139.6195394,355,1,0,7,4.1
56,124.5,2550,18.5,236,2,32,38,146.6005164,364,-2,0,-3,-2.7
61,125,2550,23.5,259.5,5,37.85,40,90,326,0,0,2,1
71,125.5,2550,33.5,293,10,47.7,43,94.5,372,3,0,3,3.3
70,126,2550,32.5,325.5,-1,45.05,41,99.225,372,1,0,-2,-0.4
5,126.5,2550,-32.5,0,-65,-45.5,44,104.18625,366,4,0,3,3.9
4,127,2550,-33.5,-33.5,-1,-17.25,38,109.3955625,376,-2,0,-6,-4.2
4,127.5,2550,-33.5,-67,0,-20.1,41,114.8653406,384,1,0,3,2.1
7,128,2550,-30.5,-97.5,3,-20.45,39,120.6086077,383,-1,0,-2,-1.6
3,128.5,2550,-34.5,-132,-4,-29,43,126.639038,391,3,0,4,3.8
3,129,2550,-34.5,-166.5,0,-30.45,37,132.9709899,397,-3,0,-6,-4.8
7,129.5,2550,-30.5,-197,4,-29.9,35,139.6195394,397,-5,0,-2,-4
56,130,2550,18.5,0,49,31.9,52,146.6005164,411,12,0,17,15.7
62,130,2550,24.5,24.5,6,15.25,30,153.9305422,441,-10,0,-22,-17
59,130,2550,21.5,46,-3,11.7,50,161.6270693,454,10,0,20,16
53,130,2321,15.5,61.5,-6,9.35,59,165,454,19,19,9,17.8
36,130,2550,-1.5,0,-17,-9.1,73,165,454,33,52,14,32
35,130,2550,-2.5,0,-1,-1.5,68,165,454,28,80,-5,22.3
47,130,2550,9.5,0,12,9.8,65,165,355,25,105,-3,24
43,130,2550,5.5,0,-4,0.2,70,90,2550,30,135,5,34
34,130,2550,-3.5,0,-9,-5.9,73,90,2550,33,168,3,38.1
28,130,2550,-9.5,0,-6,-6.8,21,90,403,-19,0,-52,-37.4
36,130,2550,-1.5,0,8,3.4,55,94.5,412,15,0,34,26
41,130,2550,3.5,0,5,3.9,78,90,321,38,38,23,38.1
37,130,2550,-0.5,0,-4,-2.2,52,94.5,2550,12,50,-26,-0.8
47,130,2550,9.5,0,10,8.8,44,99.225,2550,4,0,-8,-1.6
45,130,2550,7.5,0,-2,2,79,104.18625,368,39,39,35,44.8
31,130,2550,-6.5,0,-14,-9.6,29,109.3955625,1498,-11,0,-50,-31.6
34,130,2550,-3.5,0,3,0.1,24,90,321,-16,-16,-5,-13.7
40,130,2550,2.5,0,6,4,71,94.5,2550,31,0,47,42.1
38,130,2550,0.5,0,-2,-0.8,66,99.225,2550,26,26,-5,15.7
32,130,2550,-5.5,0,-6,-5.2,51,104.18625,2550,11,37,-15,2.8
36,130,2550,-1.5,0,4,1.4,59,90,326,19,56,8,21
36,130,2550,-1.5,0,0,-0.6,59,90,321,19,75,0,18.9
35,130,2550,-2.5,0,-1,-1.5,44,90,321,4,0,-15,-5.1
40,130,2550,2.5,0,5,3.5,55,90,321,15,15,11,16
35,130,2550,-2.5,0,-5,-3.5,64,90,321,24,39,9,22.8
33,130,2464,-4.5,0,-2,-2.8,64,94.5,471,24,63,0,20.7
38,130,2550,0.5,0,5,2.7,66,99.225,474,26,89,2,25.5
39,130,1680,1.5,0,1,1.1,56,104.18625,448,16,105,-10,15.1
40,130,2550,2.5,0,1,1.5,48,90,460,8,0,-8,0.8
47,130,2405,9.5,0,7,7.3,67,94.5,455,27,27,19,28.4
38,130,2550,0.5,0,-9,-4.3,64,99.225,464,24,51,-3,18
31,130,2550,-6.5,0,-7,-6.1,54,104.18625,460,14,65,-10,9.9
37,130,2550,-0.5,0,6,2.8,58,109.3955625,469,18,83,4,21.1
40,130,2550,2.5,0,3,2.5,57,114.8653406,471,17,100,-1,19.7
40,130,2550,2.5,0,0,1,43,120.6086077,475,3,0,-14,-5.2
36,130,2550,-1.5,0,-4,-2.6,51,126.639038,490,11,11,8,11.7
39,130,2550,1.5,0,3,2.1,51,132.9709899,473,11,22,0,8.8
45,130,2550,7.5,0,6,6,37,139.6195394,474,-3,0,-14,-8.8
56,130,2550,18.5,18.5,11,14.75,49,146.6005164,474,9,0,12,11.4
45,130,2550,7.5,0,-11,-2.5,43,153.9305422,475,3,0,-6,-1.2
46,130,2550,8.5,0,1,3.9,41,161.6270693,471,1,0,-2,-0.4
61,130,2550,23.5,23.5,15,19.25,43,165,471,3,0,2,2.8
59,130,2550,21.5,45,-2,12.1,45,165,443,5,0,2,4
54,90,385,16.5,61.5,-5,10.25,37,165,439,-3,0,-8,-5.8
55,90.5,2550,17.5,79,1,15.4,43,165,454,3,0,6,4.8
59,91,1246,21.5,100.5,4,20.65,46,165,418,6,0,3,5.1
65,91.5,2451,27.5,128,6,26.8,32,165,439,-8,0,-14,-11.8
68,92,2420,30.5,158.5,3,29.55,52,165,332,12,0,20,17.2
68,92.5,2550,30.5,189,0,31.1,29,165,404,-11,0,-23,-18.1
70,93,1519,32.5,221.5,2,36.15,38,90,326,-2,0,9,3.3
70,93.5,2550,32.5,254,0,38.4,62,94.5,408,22,0,24,25.2
26,94,2550,-11.5,0,-44,-26.6,20,99.225,427,-20,0,-42,-33
15,94.5,2072,-22.5,-22.5,-11,-16.75,28,104.18625,429,-12,-12,8,-4.4
62,95,1422,24.5,0,47,33.3,57,109.3955625,433,17,0,29,24.7
57,95.5,2550,19.5,19.5,-5,7.25,34,114.8653406,446,-6,0,-23,-15.1
24,96,2550,-13.5,0,-33,-21.9,40,120.6086077,447,0,0,6,3
42,96.5,1360,4.5,0,18,10.8,51,126.639038,433,11,11,11,13.2
67,97,1351,29.5,29.5,25,27.25,37,132.9709899,439,-3,0,-14,-8.8
64,97.5,1326,26.5,56,-3,14.7,37,139.6195394,439,-3,0,0,-1.8
63,98,2550,25.5,81.5,-1,17.85,42,146.6005164,448,2,0,5,3.7
63,98.5,2550,25.5,107,0,20.9,40,153.9305422,437,0,0,-2,-1
64,99,2550,26.5,133.5,1,24.45,41,161.6270693,437,1,0,1,1.1
45,99.5,2550,7.5,0,-19,-6.5,38,165,439,-2,0,-3,-2.7
49,100,2550,11.5,11.5,4,7.75,42,165,435,2,0,4,3.2
63,100.5,2550,25.5,37,14,20.9,43,165,412,3,0,1,2.3
59,101,2550,21.5,58.5,-4,12.45,30,165,404,-10,0,-13,-12.5
58,101.5,2550,20.5,79,-1,15.6,44,165,391,4,0,14,9.4
65,102,2550,27.5,106.5,7,25.15,43,165,370,3,0,-1,1.3
61,102.5,2550,23.5,130,-4,20.4,33,165,365,-7,0,-10,-9.2
68,103,2550,30.5,160.5,7,31.75,46,165,348,6,0,13,10.1
65,103.5,2550,27.5,188,-3,28.3,42,165,340,2,0,-4,-0.8
42,104,2550,4.5,0,-23,-9.7,49,165,383,9,0,7,8.9
18,104.5,2550,-19.5,0,-24,-19.8,27,90,326,-13,0,-22,-18.8
45,105,2550,7.5,0,27,16.5,34,90,326,-6,0,7,-0.1
51,105.5,2550,13.5,13.5,6,9.75,53,90,326,13,0,19,17.3
34,106,2550,-3.5,0,-17,-9.9,43,90,328,3,0,-10,-3.2
36,106.5,2550,-1.5,0,2,0.4,31,90,321,-9,0,-12,-11.4
47,107,2550,9.5,0,11,9.3,43,90,326,3,0,12,7.8
44,107.5,2550,6.5,0,-3,1.1,47,90,326,7,0,4,6.2
42,108,2550,4.5,0,-2,0.8,39,90,328,-1,0,-8,-4.6
40,108.5,2550,2.5,0,-2,0,37,90,328,-3,0,-2,-2.8
40,109,2550,2.5,0,0,1,43,94.5,483,3,0,6,4.8
37,109.5,2550,-0.5,0,-3,-1.7,41,99.225,338,1,0,-2,-0.4
40,90,384,2.5,0,3,2.5,67,104.18625,454,27,27,26,31.9
37,90,357,-0.5,0,-3,-1.7,43,109.3955625,348,3,0,-24,-10.2
33,90,336,-4.5,0,-4,-3.8,33,114.8653406,410,-7,0,-10,-9.2
38,90,326,0.5,0,5,2.7,67,120.6086077,393,27,0,34,33.2
39,90,321,1.5,0,1,1.1,68,126.639038,383,28,28,1,20.1
36,90,326,-1.5,0,-3,-2.1,64,132.9709899,347,24,52,-4,17.6
40,90,326,2.5,0,4,3,66,139.6195394,1344,26,78,2,24.4
37,90,326,-0.5,0,-3,-1.7,65,146.6005164,355,25,103,-1,24.8
36,90,326,-1.5,0,-1,-1.1,71,90,321,31,134,6,35
34,89,439,-3.5,0,-2,-2.4,69,90,326,29,163,-2,32.7
35,88,455,-2.5,0,1,-0.5,9,90,321,-31,0,-60,-48.6
34,87,455,-3.5,0,-1,-1.9,64,94.5,340,24,0,55,41.9
33,86,455,-4.5,0,-1,-2.3,82,99.225,2550,42,42,18,38.4
36,86.5,2237,-1.5,0,3,0.9,49,104.18625,340,9,0,-33,-11.1
38,87,2197,0.5,0,2,1.2,42,90,326,2,0,-7,-2.3
36,87.5,2199,-1.5,0,-2,-1.6,59,90,326,19,19,17,21.8
37,88,2168,-0.5,0,1,0.3,51,90,326,11,30,-8,5.6
39,88.5,2159,1.5,0,2,1.6,49,90,326,9,0,-2,4.4
41,89,1351,3.5,0,2,2.4,56,90,326,16,16,7,14.7
39,89.5,2122,1.5,0,-2,-0.4,56,94.5,340,16,32,0,12.8
36,90,2104,-1.5,0,-3,-2.1,59,99.225,357,19,51,3,18
36,90.5,2099,-1.5,0,0,-0.6,60,104.18625,361,20,71,1,19.6
34,91,2070,-3.5,0,-2,-2.4,58,109.3955625,340,18,89,-2,18.7
37,91.5,2060,-0.5,0,3,1.3,58,90,330,18,107,0,21.5
37,92,2041,-0.5,0,0,-0.2,52,90,326,12,119,-6,16.1
39,92.5,2026,1.5,0,2,1.6,37,90,326,-3,0,-15,-9.3
39,93,2012,1.5,0,0,0.6,64,90,326,24,0,27,27.9
38,93.5,1993,0.5,0,-1,-0.3,68,90,321,28,28,4,21.6
42,94,1969,4.5,0,4,3.8,57,90,321,17,45,-11,9.2
40,94.5,1972,2.5,0,-2,0,67,90,324,27,72,10,28.4
40,95,1936,2.5,0,0,1,66,90,326,26,98,-1,24.9
30,95.5,1921,-7.5,0,-10,-8,53,90,308,13,111,-13,12.4
41,96,1906,3.5,0,11,6.9,40,90,304,0,0,-13,-6.5
42,96.5,1885,4.5,0,1,2.3,50,90,304,10,10,10,12
31,97,1885,-6.5,0,-11,-8.1,56,90,308,16,26,6,15.2
42,97.5,1867,4.5,0,11,7.3,31,90,302,-9,0,-25,-17.9
43,98,1833,5.5,0,1,2.7,48,90,302,8,0,17,13.3
29,98.5,1830,-8.5,0,-14,-10.4,57,90,281,17,17,9,16.4
34,99,1800,-3.5,0,5,1.1,35,90,303,-5,0,-22,-14
41,99.5,1787,3.5,0,7,4.9,45,90,296,5,0,10,8
40,100,1762,2.5,0,-1,0.5,43,90,303,3,0,-2,0.8
38,100.5,1752,0.5,0,-2,-0.8,42,90,296,2,0,-1,0.7
38,101,1726,0.5,0,0,0.2,44,90,297,4,0,2,3.4
36,101.5,1708,-1.5,0,-2,-1.6,46,90,304,6,0,2,4.6
34,102,1692,-3.5,0,-2,-2.4,46,90,304,6,0,0,3.6
34,102.5,1676,-3.5,0,0,-1.4,41,90,297,1,0,-5,-1.9
39,103,1650,1.5,0,5,3.1,38,90,303,-2,0,-3,-2.7
43,103.5,1636,5.5,0,4,4.2,43,90,302,3,0,5,4.3
35,104,1619,-2.5,0,-8,-5,39,90,298,-1,0,-4,-2.6
39,104.5,1597,1.5,0,4,2.6,39,90,298,-1,0,0,-0.6
44,105,1577,6.5,0,5,5.1,46,90,298,6,0,7,7.1
38,105.5,1559,0.5,0,-6,-2.8,29,90,297,-11,0,-17,-15.1
34,106,1543,-3.5,0,-4,-3.4,47,90,297,7,0,18,13.2
33,106.5,1529,-4.5,0,-1,-2.3,46,90,296,6,0,-1,3.1
40,107,1519,2.5,0,7,4.5,33,90,320,-7,0,-13,-10.7
47,107.5,1499,9.5,0,7,7.3,42,90,322,2,0,9,5.7
55,108,1499,17.5,17.5,8,12.75,46,90,304,6,0,4,5.6
56,108.5,1499,18.5,36,1,11.5,34,90,321,-6,0,-12,-9.6
58,109,1499,20.5,56.5,2,14.85,38,90,302,-2,0,4,0.8
59,109.5,1414,21.5,78,1,16.9,45,90,326,5,0,7,6.5
63,110,1398,25.5,103.5,4,22.55,37,90,326,-3,0,-8,-5.8
66,110.5,1381,28.5,132,3,26.1,37,90,321,-3,0,0,-1.8
66,111,1362,28.5,160.5,0,27.45,44,90,321,4,0,7,5.9
66,111.5,1353,28.5,189,0,30.3,41,90,326,1,0,-3,-0.9
67,112,1351,29.5,218.5,1,34.15,35,90,320,-5,0,-6,-6
67,112.5,2550,29.5,248,0,36.6,39,90,326,-1,0,4,1.4
39,113,2550,1.5,0,-28,-13.4,43,90,326,3,0,4,3.8
19,113.5,2550,-18.5,0,-20,-17.4,44,90,326,4,0,1,2.9
56,114,2550,18.5,0,37,25.9,40,90,328,0,0,-4,-2
60,114.5,2550,22.5,22.5,4,13.25,41,90,321,1,0,1,1.1
54,115,2550,16.5,39,-6,7.5,35,90,321,-5,0,-6,-6
59,115.5,2550,21.5,60.5,5,17.15,39,90,321,-1,0,4,1.4
59,116,2550,21.5,82,0,16.8,41,90,326,1,0,2,1.6
59,116.5,2550,21.5,103.5,0,18.95,45,90,326,5,0,4,5
56,117,2550,18.5,122,-3,18.1,41,90,321,1,0,-4,-1.4
55,117.5,2550,17.5,139.5,-1,20.45,38,90,326,-2,0,-3,-2.7
52,118,2550,14.5,154,-3,19.7,38,90,328,-2,0,0,-1.2
47,118.5,2550,9.5,0,-5,1.3,41,94.5,334,1,0,3,2.1
50,119,2550,12.5,12.5,3,7.75,42,90,330,2,0,1,1.7
59,119.5,2550,21.5,34,9,16.5,42,94.5,340,2,0,0,1.2
57,120,2550,19.5,53.5,-2,12.15,43,99.225,348,3,0,1,2.3
68,120.5,2550,30.5,84,11,26.1,36,104.18625,353,-4,0,-7,-5.9
66,121,2550,28.5,112.5,-2,21.65,34,109.3955625,340,-6,0,-2,-4.6
70,121.5,2550,32.5,145,4,29.5,51,114.8653406,345,11,0,17,15.1
71,122,2550,33.5,178.5,1,31.75,33,120.6086077,365,-7,0,-18,-13.2
68,122.5,2550,30.5,209,-3,31.6,31,126.639038,340,-9,0,-2,-6.4
42,123,2550,4.5,0,-26,-11.2,59,132.9709899,353,19,0,28,25.4
9,123.5,2550,-28.5,0,-33,-27.9,21,139.6195394,336,-19,0,-38,-30.4
25,124,2550,-12.5,-12.5,16,1.75,41,146.6005164,353,1,0,20,10.6
38,124.5,2550,0.5,0,13,6.7,50,153.9305422,340,10,10,9,11.5
39,125,2550,1.5,0,1,1.1,35,90,329,-5,0,-15,-10.5
25,125.5,2550,-12.5,0,-14,-12,35,90,326,-5,0,0,-3
30,126,2550,-7.5,0,5,-0.5,46,94.5,334,6,0,11,9.1
36,126.5,2550,-1.5,0,6,2.4,40,90,321,0,0,-6,-3
35,127,2550,-2.5,0,-1,-1.5,36,94.5,349,-4,0,-4,-4.4
34,127.5,2550,-3.5,0,-1,-1.9,42,99.225,340,2,0,6,4.2
40,128,2550,2.5,0,6,4,42,104.18625,336,2,0,0,1.2
33,128.5,2550,-4.5,0,-7,-5.3,47,109.3955625,412,7,0,5,6.7
31,129,2550,-6.5,0,-2,-3.6,38,114.8653406,447,-2,0,-9,-5.7
52,129.5,2550,14.5,0,21,16.3,39,120.6086077,393,-1,0,1,-0.1
45,130,2550,7.5,0,-7,-0.5,43,126.639038,397,3,0,4,3.8
16,130,1819,-21.5,0,-29,-23.1,36,132.9709899,397,-4,0,-7,-5.9
29,130,2550,-8.5,0,13,3.1,44,139.6195394,427,4,0,8,6.4
47,130,2550,9.5,0,18,12.8,44,146.6005164,427,4,0,0,2.4
38,130,2550,0.5,0,-9,-4.3,62,153.9305422,1495,22,22,18,24.4
30,130,2550,-7.5,0,-8,-7,64,161.6270693,429,24,46,2,20
42,130,2550,4.5,0,12,7.8,68,165,1414,28,74,4,26.2
46,130,2550,8.5,0,4,5.4,72,165,1404,32,106,4,31.8
31,130,2550,-6.5,0,-15,-10.1,74,90,1377,34,140,2,35.4
31,130,2550,-6.5,0,0,-2.6,73,90,1080,33,173,-1,36.6
44,130,2550,6.5,0,13,9.1,74,90,1351,34,207,1,41.6
40,130,2550,2.5,0,-4,-1,71,90,353,31,238,-3,40.9
32,130,2550,-5.5,0,-8,-6.2,14,90,321,-26,0,-57,-44.1
44,130,2550,6.5,0,12,8.6,15,94.5,334,-25,-25,1,-17
50,130,2550,12.5,12.5,6,9.25,75,99.225,348,35,0,60,51
27,130,2550,-10.5,0,-23,-15.7,71,104.18625,348,31,31,-4,19.7
28,130,2550,-9.5,0,1,-3.3,21,109.3955625,366,-19,0,-50,-36.4
49,130,2550,11.5,0,21,15.1,54,114.8653406,376,14,0,33,24.9
51,130,2550,13.5,13.5,2,7.75,68,120.6086077,2550,28,28,14,26.6
18,130,2550,-19.5,0,-33,-24.3,53,126.639038,2550,13,41,-15,4.4
29,130,2550,-8.5,0,11,2.1,63,132.9709899,2550,23,64,10,25.2
56,130,2550,18.5,0,27,20.9,63,139.6195394,2550,23,87,0,22.5
41,130,2550,3.5,0,-15,-6.1,59,146.6005164,2550,19,106,-4,20
22,130,2550,-15.5,0,-19,-15.7,58,90,389,18,124,-1,22.7
42,130,2550,4.5,0,20,11.8,61,90,380,21,145,3,28.6
53,130,2550,15.5,15.5,11,13.25,26,90,392,-14,0,-35,-25.9
24,130,2550,-13.5,0,-29,-19.9,48,94.5,389,8,0,22,15.8
20,130,2550,-17.5,-17.5,-4,-10.75,66,99.225,357,26,26,18,27.2
55,130,2550,17.5,0,35,24.5,65,104.18625,418,25,51,-1,19.6
64,130,2550,26.5,26.5,9,17.75,68,109.3955625,385,28,79,3,26.2
14,130,2550,-23.5,0,-50,-34.4,68,114.8653406,404,28,107,0,27.5
9,130,2550,-28.5,-28.5,-5,-16.75,26,90,397,-14,0,-42,-29.4
70,130,2550,32.5,0,61,43.5,23,94.5,393,-17,-17,-3,-13.4
56,130,2550,18.5,18.5,-14,2.25,79,99.225,384,39,0,56,51.4
15,130,2550,-22.5,0,-41,-29.5,78,104.18625,454,38,38,-1,26.1
48,130,2550,10.5,0,33,20.7,16,109.3955625,410,-24,0,-62,-45.4
56,130,2550,18.5,18.5,8,13.25,39,114.8653406,416,-1,0,23,10.9
73,130,2550,35.5,54,17,28.1,64,90,321,24,0,25,26.9
63,130,2550,25.5,79.5,-10,13.15,47,90,326,7,0,-17,-4.3
63,130,2122,25.5,105,0,20.7,28,90,326,-12,0,-19,-16.7
61,130,2550,23.5,128.5,-2,21.25,42,90,326,2,0,14,8.2
65,130,2550,27.5,156,4,28.6,48,90,326,8,0,6,7.8
66,130,2550,28.5,184.5,1,30.35,41,90,326,1,0,-7,-2.9
71,130,2550,33.5,218,5,37.7,41,90,326,1,0,0,0.6
63,130,2550,25.5,243.5,-8,30.55,43,90,326,3,0,2,2.8
62,130,1290,24.5,268,-1,36.1,45,94.5,471,5,0,2,4
66,130,1269,28.5,296.5,4,43.05,40,99.225,491,0,0,-5,-2.5
64,130,1227,26.5,323,-2,41.9,37,104.18625,483,-3,0,-3,-3.3
16,130,1265,-21.5,0,-48,-32.6,40,109.3955625,496,0,0,3,1.5
5,130,2550,-32.5,-32.5,-11,-21.75,49,114.8653406,483,9,0,9,9.9
46,130,1170,8.5,0,41,23.9,35,120.6086077,506,-5,0,-14,-10
70,130,1139,32.5,32.5,24,28.25,37,126.639038,474,-3,0,2,-0.8
67,130,1164,29.5,62,-3,16.5,64,132.9709899,500,24,0,27,27.9
57,130,1162,19.5,81.5,-10,10.95,20,139.6195394,481,-20,0,-44,-34
60,130,1147,22.5,104,3,20.9,26,146.6005164,496,-14,-14,6,-6.8
61,130,1121,23.5,127.5,1,22.65,56,153.9305422,487,16,0,30,24.6
72,130,2550,34.5,162,11,35.5,30,161.6270693,500,-10,0,-26,-19
66,130,2550,28.5,190.5,-6,27.45,29,165,479,-11,-11,-1,-8.2
59,130,2550,21.5,212,-7,26.3,49,165,483,9,0,20,15.4
43,130,2550,5.5,0,-16,-5.8,39,165,462,-1,0,-10,-5.6
27,130,2550,-10.5,0,-16,-12.2,34,165,460,-6,0,-5,-6.1
44,130,2550,6.5,0,17,11.1,45,165,448,5,0,11,8.5
48,130,2550,10.5,10.5,4,7.25,40,165,446,0,0,-5,-2.5
47,130,2550,9.5,0,-1,3.3,34,165,428,-6,0,-6,-6.6
47,130,2550,9.5,0,0,3.8,46,165,452,6,0,12,9.6
45,90,321,7.5,0,-2,2,51,165,433,11,11,5,10.2
